minecraft:acacia_button                           | [block] "Acacia Button"
minecraft:granite_stairs                          | [block] "Granite Stairs"
minecraft:granite_wall                            | [block] "Granite Wall"
minecraft:grass                                   | [block] "Grass"
minecraft:grass_block                             | [block] "Grass Block"
minecraft:gravel                                  | [block] "Gravel"
minecraft:gray_banner                             | [block] "Gray Banner"
minecraft:gray_bed                                | [block] "Gray Bed"
minecraft:gray_candle                             | [block] "Gray Candle"
minecraft:gray_candle_cake                        | [block] "Cake with Gray Candle"
minecraft:gray_carpet                             | [block] "Gray Carpet"
minecraft:gray_concrete                           | [block] "Gray Concrete"
minecraft:gray_concrete_powder                    | [block] "Gray Concrete Powder"
minecraft:gray_glazed_terracotta                  | [block] "Gray Glazed Terracotta"
minecraft:gray_shulker_box                        | [block] "Gray Shulker Box"
minecraft:gray_stained_glass                      | [block] "Gray Stained Glass"
minecraft:gray_stained_glass_pane                 | [block] "Gray Stained Glass Pane"
minecraft:gray_terracotta                         | [block] "Gray Terracotta"
minecraft:gray_wool                               | [block] "Gray Wool"
minecraft:green_banner                            | [block] "Green Banner"
minecraft:green_bed                               | [block] "Green Bed"
minecraft:green_candle                            | [block] "Green Candle"
minecraft:green_candle_cake                       | [block] "Cake with Green Candle"
minecraft:green_carpet                            | [block] "Green Carpet"
minecraft:green_concrete                          | [block] "Green Concrete"
minecraft:green_concrete_powder                   | [block] "Green Concrete Powder"
minecraft:green_glazed_terracotta                 | [block] "Green Glazed Terracotta"
minecraft:green_shulker_box                       | [block] "Green Shulker Box"
minecraft:green_stained_glass                     | [block] "Green Stained Glass"
minecraft:green_stained_glass_pane                | [block] "Green Stained Glass Pane"
minecraft:green_terracotta                        | [block] "Green Terracotta"
minecraft:green_wool                              | [block] "Green Wool"
minecraft:grindstone                              | [block] "Grindstone"
minecraft:hanging_roots                           | [block] "Hanging Roots"
minecraft:hay_block                               | [block] "Hay Bale"
minecraft:heavy_core                              | [block] "Heavy Core"
minecraft:heavy_weighted_pressure_plate           | [block] "Heavy Weighted Pressure Plate"
minecraft:honey_block                             | [block] "Honey Block"
minecraft:honeycomb_block                         | [block] "Honeycomb Block"
minecraft:hopper                                  | [block] "Hopper"
minecraft:horn_coral                              | [block] "Horn Coral"
minecraft:horn_coral_block                        | [block] "Horn Coral Block"
minecraft:horn_coral_fan                          | [block] "Horn Coral Fan"
minecraft:horn_coral_wall_fan                     | [block] "Horn Coral Wall Fan"
minecraft:ice                                     | [block] "Ice"
minecraft:infested_chiseled_stone_bricks          | [block] "Infested Chiseled Stone Bricks"
minecraft:infested_cobblestone                    | [block] "Infested Cobblestone"
minecraft:infested_cracked_stone_bricks           | [block] "Infested Cracked Stone Bricks"
minecraft:infested_deepslate                      | [block] "Infested Deepslate"
minecraft:infested_mossy_stone_bricks             | [block] "Infested Mossy Stone Bricks"
minecraft:infested_stone                          | [block] "Infested Stone"
minecraft:infested_stone_bricks                   | [block] "Infested Stone Bricks"
minecraft:iron_bars                               | [block] "Iron Bars"
minecraft:iron_block                              | [block] "Block of Iron"
minecraft:iron_door                               | [block] "Iron Door"
minecraft:iron_ore                                | [block] "Iron Ore"
minecraft:iron_trapdoor                           | [block] "Iron Trapdoor"
minecraft:jack_o_lantern                          | [block] "Jack o'Lantern"
minecraft:jigsaw                                  | [block] "Jigsaw Block"
minecraft:jukebox                                 | [block] "Jukebox"
minecraft:jungle_button                           | [block] "Jungle Button"
minecraft:jungle_door                             | [block] "Jungle Door"
minecraft:jungle_fence                            | [block] "Jungle Fence"
minecraft:jungle_fence_gate                       | [block] "Jungle Fence Gate"
minecraft:jungle_hanging_sign                     | [block] "Jungle Hanging Sign"
minecraft:jungle_leaves                           | [block] "Jungle Leaves"
minecraft:jungle_log                              | [block] "Jungle Log"
minecraft:jungle_planks                           | [block] "Jungle Planks"
minecraft:jungle_pressure_plate                   | [block] "Jungle Pressure Plate"
minecraft:jungle_sapling                          | [block] "Jungle Sapling"
minecraft:jungle_sign                             | [block] "Jungle Sign"
minecraft:jungle_slab                             | [block] "Jungle Slab"
minecraft:jungle_stairs                           | [block] "Jungle Stairs"
minecraft:jungle_trapdoor                         | [block] "Jungle Trapdoor"
minecraft:jungle_wall_hanging_sign                | [block] "Jungle Wall Hanging Sign"
minecraft:jungle_wall_sign                        | [block] "Jungle Wall Sign"
minecraft:jungle_wood                             | [block] "Jungle Wood"
minecraft:kelp                                    | [block] "Kelp"
minecraft:kelp_plant                              | [block] "Kelp Plant"
minecraft:ladder                                  | [block] "Ladder"
minecraft:lantern                                 | [block] "Lantern"
minecraft:lapis_block                             | [block] "Block of Lapis Lazuli"
